html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aipescience/daiquiri-admin,True,True,False,False,False,2,leibniz,1,research,False,False,False,False,True,False,,,,Python,user,,none,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aipescience/django-daiquiri-tap,True,False,False,False,False,1,leibniz,1,research,False,False,False,False,False,False,,,,Python,user,,none,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aipescience/lightmeter,True,False,False,False,False,1,leibniz,0,research,True,True,False,False,True,False,,,,Python,user,,most,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aipescience/mysql_sphere,True,True,False,False,False,2,leibniz,1,research,True,True,True,True,True,False,,,,C++,user,,none,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aipescience/provenance-applause,True,False,False,False,False,1,leibniz,0,research,False,False,False,False,True,False,,,,Python,user,,none,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aipescience/queryparser,True,True,True,False,False,3,leibniz,1,research,True,True,False,False,True,True,github_actions,False,True,Python,user,,most,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aipescience/raid-utils,True,False,False,False,False,1,leibniz,0,research,False,False,False,False,False,False,,,,Python,user,,some,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aipescience/spider-test-data,True,False,False,False,False,1,leibniz,0,research,False,False,False,False,False,False,,,,Python,user,,most,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aipescience/sqlite_sphere,True,True,False,False,False,2,leibniz,0,research,True,True,False,True,True,False,,,,C++,user,,none,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aipescience/uws-client,True,True,False,False,False,2,leibniz,2,research,True,True,True,False,False,True,travis,False,False,Python,user,,more,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aipescience/verlustdernacht,True,True,False,False,False,2,leibniz,0,research,False,False,False,False,True,False,,,,Python,user,,some,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aipescience/votable2sql,True,False,False,False,False,1,leibniz,0,research,True,False,False,False,False,False,,,,Python,user,,some,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/aodenweller/green-h2-upscaling,True,True,False,False,False,2,leibniz,1,research,True,True,False,False,False,False,,,,R,user,,none,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/ATB-Potsdam/jupyterhub_dockerized,True,True,False,False,False,2,leibniz,0,research,False,False,False,False,False,False,,,,Python,user,,most,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/dshoman/MgII,True,False,False,False,False,1,leibniz,0,research,False,False,False,False,False,False,,,,Python,user,,none,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/ekaterinailin/flare-locations-ensembles-science,True,False,False,False,False,1,leibniz,1,research,True,True,False,False,True,True,github_actions,True,True,Python,user,,most,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/etzinis/biased_separation,True,True,False,False,False,2,leibniz,1,research,False,False,False,False,False,False,,,,Python,user,,most,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/etzinis/heterogeneous_separation,True,True,False,False,False,2,leibniz,1,research,True,True,False,False,False,False,,,,Python,user,,most,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/etzinis/nldrp,True,True,False,False,False,2,leibniz,1,research,False,True,False,False,False,False,,,,Python,user,,some,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/etzinis/optimal_condition_training,True,True,False,False,False,2,leibniz,1,research,True,True,True,False,False,False,,,,Python,user,,more,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/etzinis/speech_nlp_labs,True,True,False,False,False,2,leibniz,1,research,True,True,True,False,False,False,,,,Python,user,,none,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/etzinis/two_step_mask_learning,True,False,False,False,False,1,leibniz,1,research,False,True,False,False,False,False,,,,Python,user,,more,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/etzinis/unsupervised_spatial_dc,True,True,False,False,False,2,leibniz,1,research,False,True,False,False,False,False,,,,Python,user,,more,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/filipinascimento/bl-network-communities,True,True,False,False,False,2,leibniz,1,research,True,True,False,False,False,False,,,,Python,user,,most,,
html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,fair_score,organisation,dlr_soft_class,project,quick_start_guide,readme_content,help_commands,test_folder,requirements_explicit,continuous_integration,ci_tool,add_lint_rule,add_test_rule,language,repo_type,research_group,comment_category,Unnamed: 23,readme
https://github.com/filipinascimento/bl-network-measurements,True,True,False,False,False,2,leibniz,1,research,True,True,False,False,False,False,,,,Python,user,,most,,
